Progress,Duration (in seconds),Finished,subID,Bot 1,Bot 2,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,A Check 1,E1,E2,E3,E4,F1,F2,F3,F4,A Check 2,G1,G2,G3,G4,I1,I2,I3,I4,Q94,Q98,Q100
100,195,TRUE,154,Wednesday,May,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Man,38,Black/African American
100,269,TRUE,155,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Man,28,White/European
100,24,TRUE,156,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,327,TRUE,157,Wednesday,May,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Strongly agree,Disagree,Strongly agree,Disagree,Man,33,White/European
100,257,TRUE,158,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Man,52,Hispanic/Latino
100,22,TRUE,159,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,264,TRUE,160,Wednesday,May,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Woman,27,Black/African American
100,313,TRUE,161,Wednesday,May,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Somewhat agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Strongly disagree,Agree,Strongly disagree,Woman,59,White/European
100,873,TRUE,162,Wednesday,May,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Man,36,White/European
100,166,TRUE,163,Wednesday,May,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Woman,39,Black/African American
100,316,TRUE,164,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,38,White/European
100,1083,TRUE,165,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Disagree,Strongly agree,Strongly disagree,Woman,26,White/European
100,268,TRUE,166,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Somewhat agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Woman,31,White/European
100,412,TRUE,167,Wednesday,May,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Man,38,White/European
100,534,TRUE,168,Wednesday,May,Somewhat agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Man,32,Hispanic/Latino
100,253,TRUE,169,Wednesday,May,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Agree,Disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Woman,31,White/European
100,1530,TRUE,170,Wednesday,May,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Somewhat agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Woman,30,Black/African American
100,1604,TRUE,171,Wednesday,May,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,,,
100,299,TRUE,172,Wednesday,May,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Woman,27,Black/African American
100,345,TRUE,173,Wednesday,May,Somewhat agree,Disagree,Agree,Disagree,Somewhat agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Man,32,Native American/American Indian
100,321,TRUE,174,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Woman,51,White/European
100,617,TRUE,175,Wednesday,May,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Woman,37,Black/African American
100,280,TRUE,176,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Somewhat agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,24,Multi-racial/Mixed heritage
100,181,TRUE,177,Wednesday,May,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Agree,Disagree,Agree,Disagree,Man,22,White/European
100,446,TRUE,178,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Woman,30,White/European
100,372,TRUE,179,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,39,Asian/Pacific Islander
100,236,TRUE,180,Wednesday,May,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Man,30,Black/African American
100,334,TRUE,181,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,25,White/European
100,154,TRUE,182,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,29,White/European
100,797,TRUE,183,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Somewhat disagree,Man,40,White/European
100,153,TRUE,184,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Man,33,White/European
100,298,TRUE,185,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,42,White/European
100,525,TRUE,186,Wednesday,May,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Somewhat agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Man,31,White/European
100,324,TRUE,187,Wednesday,May,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Man,28,Hispanic/Latino
100,160,TRUE,188,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,37,White/European
100,54,TRUE,189,Wednesday,May,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Strongly disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Strongly disagree,Agree,Man,29,White/European
100,435,TRUE,190,Wednesday,May,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,33,Black/African American
100,2787,TRUE,191,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,24,White/European
100,246,TRUE,192,Wednesday,May,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Man,24,White/European
100,212,TRUE,193,Wednesday,May,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Agree,Disagree,Man,29,Black/African American
100,182,TRUE,194,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,33,White/European
100,375,TRUE,195,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Woman,30,White/European
100,224,TRUE,196,Wednesday,May,Agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Woman,24,White/European
100,1706,TRUE,197,Wednesday,May,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Agree,Disagree,Man,69,White/European
100,326,TRUE,198,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Woman,30,Multi-racial/Mixed heritage
100,318,TRUE,199,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Man,25,White/European
100,473,TRUE,200,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Woman,34,White/European
100,353,TRUE,201,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Woman,31,Asian/Pacific Islander
100,251,TRUE,202,Wednesday,May,Disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Disagree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Disagree,Agree,Agree,Somewhat agree,Man,22,White/European
100,197,TRUE,203,Wednesday,May,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Man,30,Black/African American
100,409,TRUE,204,Wednesday,May,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Somewhat agree,Disagree,Agree,Strongly disagree,Strongly agree,Somewhat disagree,Agree,Disagree,Strongly agree,Somewhat agree,Disagree,Agree,Somewhat disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Man,55,White/European
100,517,TRUE,205,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Woman,68,White/European
100,366,TRUE,206,Wednesday,May,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Woman,60,White/European
100,586,TRUE,207,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,28,Black/African American
100,454,TRUE,208,Wednesday,May,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Man,33,Black/African American
